ano;orgao;unidade;funcao;programa;acao;categoria;fonte;valor
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2156 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE COMUNICAÇÃO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;69000000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;14850000,0
2024;25-SEGOV;2501-SEGOV - SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1227-PROGRAMA DE PARTICIPAÇÃO CIDADÃ - TODOS PELO RECIFE;2242 - ESTRUTURAÇÃO DE CANAIS DE FOMENTO À PARTICIPAÇÃO POPULAR NA GESTÃO DA PREFEITURA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1000000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1247-PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA;2113 - APOIO À PRIMEIRA INFÂNCIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1310-REQUALIFICAÇÃO, AMPLIAÇÃO E REORDENAMENTO DOS ESPAÇOS PÚBLICOS;1028 - AMPLIAÇÃO E MELHORIA DA INFRAESTRUTURA URBANA;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;10000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2102 - COORDENAÇÃO,SUPERVISÃO E EXECUÇÃO DOS PROJETOS ESPECIAIS DA GESTÃO MUNICIPAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4110000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4000000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;190000,0
2024;26-GABPE;2601-GABPE - GABINETE DE PROJETOS ESPECIAIS - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1310-REQUALIFICAÇÃO, AMPLIAÇÃO E REORDENAMENTO DOS ESPAÇOS PÚBLICOS;1603 - CONSTRUÇÃO E REQUALIFICAÇÃO DE ESPAÇOS DE INTERESSE PÚBLICO;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;21000000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1201-PROTEÇÃO E DEFESA DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;2869 - APOIO E MANUTENÇÃO DOS CONSELHOS TUTELARES;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;2100000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1204-FORTALECIMENTO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL;2518 - DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL BÁSICA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;5300000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1204-FORTALECIMENTO DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL;2519 - DESENVOLVIMENTO DAS AÇÕES DE PROTEÇÃO SOCIAL ESPECIAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4275000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1241-PROMOÇÃO DAS POLÍTICAS DE PREVENÇÃO, TRATAMENTO E REINSERÇÃO SOCIAL AOS USUÁRIOS E DEPENDENTES DE DROGAS;2265 - IMPLEMENTAÇÃO DE POLÍTICAS DE PREVENÇÃO, TRATAMENTO E REINSERÇÃO SOCIAL DE USUÁRIOS E DEPENDENTES DE DROGAS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1165000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2274 - COORDENAÇÃO E EXECUÇÃO DAS POLÍTICAS DE DESENV. SOCIAL, DIREITOS HUMANOS, JUVENTUDE E POLÍ. SOBRE DROGAS.;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;34490000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;250000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1222-PROMOÇÃO DOS DIREITOS HUMANOS, CIDADANIA E IGUALDADE ÉTNICO-RACIAL;2029 - IMPLEMENTAÇÃO DAS AÇÕES DE PROMOÇÃO E DEFESA DOS DIREITOS HUMANOS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;6150000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;14-DIREITOS DA CIDADANIA;1222-PROMOÇÃO DOS DIREITOS HUMANOS, CIDADANIA E IGUALDADE ÉTNICO-RACIAL;2029 - IMPLEMENTAÇÃO DAS AÇÕES DE PROMOÇÃO E DEFESA DOS DIREITOS HUMANOS;3-DESPESAS CORRENTES;700-OUTRAS TRANSF. CONV. OU INSTRUM. CONGÊNERES - UNIÃO;26670000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1201-PROTEÇÃO E DEFESA DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE;2869 - APOIO E MANUTENÇÃO DOS CONSELHOS TUTELARES;3-DESPESAS CORRENTES;665-TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL;200000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1241-PROMOÇÃO DAS POLÍTICAS DE PREVENÇÃO, TRATAMENTO E REINSERÇÃO SOCIAL AOS USUÁRIOS E DEPENDENTES DE DROGAS;2265 - IMPLEMENTAÇÃO DE POLÍTICAS DE PREVENÇÃO, TRATAMENTO E REINSERÇÃO SOCIAL DE USUÁRIOS E DEPENDENTES DE DROGAS;3-DESPESAS CORRENTES;665-TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL;1050000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;1247-PROMOÇÃO E FORTALECIMENTO DA POLÍTICA DA PRIMEIRA INFÂNCIA;2113 - APOIO À PRIMEIRA INFÂNCIA;3-DESPESAS CORRENTES;665-TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL;50000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2274 - COORDENAÇÃO E EXECUÇÃO DAS POLÍTICAS DE DESENV. SOCIAL, DIREITOS HUMANOS, JUVENTUDE E POLÍ. SOBRE DROGAS.;3-DESPESAS CORRENTES;665-TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL;600000,0
2024;29-SDSDHJPD;2901-SDSDHJPD - SECRETARIA DE DESENV SOCIAL, DIR. HUMANOS, JUVENTUDE, E POLÍT. SOBRE DROGAS - ADMINISTRAÇÃO DIRETA;8-ASSISTÊNCIA SOCIAL;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;665-TRANSF. CONV. E INSTRUM. CONGÊNERES ASSISTÊNCIA SOCIAL;100000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;718-AUX FIN-OUTORG CRED TRIB ICMS-ART 5º, INC V, EC 123/22;100000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;755-RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADM. DIRETA;4650000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;756-RECURSOS DE ALIENAÇÃO DE BENS/ATIVOS - ADM. INDIRETA;100000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2027 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS MUNICIPAIS DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL;3-DESPESAS CORRENTES;502-RECURSOS NÃO VINCULADOS DA COMPENSAÇÃO DE IMPOSTOS;14520000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1095 - MODERNIZAÇÃO ADMINISTRATIVA E TRANSFORMAÇÃO DIGITAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;2500000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1095 - MODERNIZAÇÃO ADMINISTRATIVA E TRANSFORMAÇÃO DIGITAL;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;500000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;1662 - IMPLEMENTAÇÃO DE PROJETOS, PARCERIAS E EQUIPAMENTOS PÚBLICOS ESTRATÉGICOS;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;35000000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2027 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS MUNICIPAIS DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;43540000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2055 - PLANEJAMENTO DA AÇÃO GOVERNAMENTAL;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;5900000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2601 - MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;5500000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2601 - MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE;4-DESPESAS DE CAPITAL;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;3100000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;9910000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2601 - MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE;3-DESPESAS CORRENTES;708-TRANSF. UNIÃO À COMP. FINANC. REC. MINERAIS;925000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1095 - MODERNIZAÇÃO ADMINISTRATIVA E TRANSFORMAÇÃO DIGITAL;4-DESPESAS DE CAPITAL;754-RECURSOS DE OPERAÇÕES DE CRÉDITO;10300000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1095 - MODERNIZAÇÃO ADMINISTRATIVA E TRANSFORMAÇÃO DIGITAL;3-DESPESAS CORRENTES;799-OUTRAS VINCULAÇÕES LEGAIS;100000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2122-GESTÃO PÚBLICA DE EXCELÊNCIA;1095 - MODERNIZAÇÃO ADMINISTRATIVA E TRANSFORMAÇÃO DIGITAL;4-DESPESAS DE CAPITAL;799-OUTRAS VINCULAÇÕES LEGAIS;400000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2027 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS MUNICIPAIS DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL;3-DESPESAS CORRENTES;799-OUTRAS VINCULAÇÕES LEGAIS;120000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2100 - CAPACITAÇÃO, FORMAÇÃO, TREINAMENTO E DESENVOLVIMENTO PROFISSIONAL (EP).;3-DESPESAS CORRENTES;799-OUTRAS VINCULAÇÕES LEGAIS;130000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2601 - MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE;3-DESPESAS CORRENTES;799-OUTRAS VINCULAÇÕES LEGAIS;600000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2601 - MELHORIA E MANUTENÇÃO DAS INSTALAÇÕES DA PREFEITURA DO RECIFE;4-DESPESAS DE CAPITAL;799-OUTRAS VINCULAÇÕES LEGAIS;400000,0
2024;31-SEPLAGTD;3101-SEPLAGTD - SECRETARIA DE PLANEJAMENTO, GESTÃO E TRANSFORMAÇÃO DIGITAL - ADMINISTRAÇÃO DIRETA;4-ADMINISTRAÇÃO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;799-OUTRAS VINCULAÇÕES LEGAIS;200000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;1211-VALORIZAÇÃO DA CULTURA;1039 - REFORMA, AMPLIAÇÃO E EQUIPAGEM DE BENS CULTURAIS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;50000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;1211-VALORIZAÇÃO DA CULTURA;2304 - PROMOÇÕES DE AÇÕES CULTURAIS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;825000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;1211-VALORIZAÇÃO DA CULTURA;2309 - MANUTENÇÃO, RESTAURAÇÃO E PRESERVAÇÃO DE EQUIPAMENTOS E BENS CULTURAIS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;150000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;1211-VALORIZAÇÃO DA CULTURA;2311 - OTIMIZAÇÃO E DEMOCRATIZAÇÃO DOS EQUIPAMENTOS CULTURAIS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;400000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;1211-VALORIZAÇÃO DA CULTURA;2579 - PROMOÇÃO DE EVENTOS E FESTIVIDADES CULTURAIS E TRADICIONAIS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1100000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2212 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DAS POLÍTICAS DE CULTURA DO MUNICÍPIO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;16500000,0
2024;32-SECULT;3201-SECULT - SECRETARIA DE CULTURA - ADMINISTRAÇÃO DIRETA;13-CULTURA;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;400000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1304-MOBILIDADE URBANA E ACESSIBILIDADE;2143 - PROMOÇÃO DA MOBILIDADE E ACESSIBILIDADE;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;100000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1310-REQUALIFICAÇÃO, AMPLIAÇÃO E REORDENAMENTO DOS ESPAÇOS PÚBLICOS;2289 - GESTÃO DO CONTROLE URBANO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;17280000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;1313-REQUALIFICAÇÃO DE ÁREAS DE BAIXA RENDA;1564 - REGULARIZAÇÃO FUNDIÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;500000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;1029 - PLANEJAMENTO DE LONGO PRAZO - RECIFE 500 ANOS;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;1500000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2160-GESTÃO DAS POLÍTICAS MUNICIPAIS;2023 - COORDENAÇÃO, SUPERVISÃO E EXECUÇÃO DA POLÍTICA URBANA E DE LICENCIAMENTO;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;139057000,0
2024;34-SEPUL;3401-SEPUL - SECRETARIA DE POLÍTICA URBANA E LICENCIAMENTO - ADMINISTRAÇÃO DIRETA;15-URBANISMO;2161-GESTÃO ADMINISTRATIVA DOS ÓRGÃOS, ENTIDADES E FUNDOS MUNICIPAIS;2723 - APOIO ADMINISTRATIVO ÀS AÇÕES DA UNIDADE ORÇAMENTÁRIA;3-DESPESAS CORRENTES;500-RECURSOS NÃO VINCULADOS DE IMPOSTOS;4655000,0
