Ano;Esfera;Esfera_descrição;Órgão;Órgão_descrição;UO;UO_descrição;Função;Função_descrição;Subfunção;Subfunção_descrição;Programa;Programa_descrição;Ação;Ação_título;Produto_ação_descrição;Unidade_medida_ação_símbolo;Unidade_medida_ação_descrição;Localizador;Localizador_subtítulo;Região;Região_descrição;UF;UF_descrição;Município;Município_descrição;Recorte_geográfico;Liquidado_regionalização;Realizado_regionalização;Houve regionalização?;Justificativa do Órgão Gestor
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;363;363 - Ensino Profissional;1040;1040 - Governança Fundiária;210T;210T - Promoção da Educação do Campo;Pessoa capacitada;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;832.263,77;32;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;363;363 - Ensino Profissional;1040;1040 - Governança Fundiária;210T;210T - Promoção da Educação do Campo;Pessoa capacitada;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;493.396,10;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;363;363 - Ensino Profissional;1040;1040 - Governança Fundiária;210T;210T - Promoção da Educação do Campo;Pessoa capacitada;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;253.008,96;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;363;363 - Ensino Profissional;1040;1040 - Governança Fundiária;210T;210T - Promoção da Educação do Campo;Pessoa capacitada;unidade;unidade;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;1.284.908,10;27;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;422;422 - Direitos Individuais, Coletivos e Difusos;1040;1040 - Governança Fundiária;210R;210R - Monitoramento de Conflitos Agrários e Pacificação no Campo;Demanda monitorada;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;231.210,15;81;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;422;422 - Direitos Individuais, Coletivos e Difusos;1040;1040 - Governança Fundiária;210R;210R - Monitoramento de Conflitos Agrários e Pacificação no Campo;Demanda monitorada;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;225.881,28;73;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;422;422 - Direitos Individuais, Coletivos e Difusos;1040;1040 - Governança Fundiária;210R;210R - Monitoramento de Conflitos Agrários e Pacificação no Campo;Demanda monitorada;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;26.858,88;21;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;422;422 - Direitos Individuais, Coletivos e Difusos;1040;1040 - Governança Fundiária;210R;210R - Monitoramento de Conflitos Agrários e Pacificação no Campo;Demanda monitorada;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;31.007,40;11;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;422;422 - Direitos Individuais, Coletivos e Difusos;1040;1040 - Governança Fundiária;210R;210R - Monitoramento de Conflitos Agrários e Pacificação no Campo;Demanda monitorada;unidade;unidade;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;14.245,80;9;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;606;606 - Extensão Rural;1031;1031 - Agropecuária Sustentável;21B6;21B6 - Assistência Técnica e Extensão Rural;Produtor assistido;unidade;unidade;0001;0001 - Nacional;ND;Não definido;ND;Não definido;ND;Não definido;Não Definido;0;0;Não;Não Aplicável
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;210Z;210Z - Reconhecimento e Indenização de Territórios Quilombolas;Área reconhecida;ha;hectare;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;109.579,18;5.492;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;210Z;210Z - Reconhecimento e Indenização de Territórios Quilombolas;Área reconhecida;ha;hectare;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;940.341,74;130.934;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;210Z;210Z - Reconhecimento e Indenização de Territórios Quilombolas;Área reconhecida;ha;hectare;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;20.569,25;89.294;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;210Z;210Z - Reconhecimento e Indenização de Territórios Quilombolas;Área reconhecida;ha;hectare;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;30.337,41;54.280;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;210Z;210Z - Reconhecimento e Indenização de Territórios Quilombolas;Área reconhecida;ha;hectare;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;18.629,61;10.978;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211A;211A - Consolidação de Assentamentos Rurais;Projeto consolidado;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;2.218.838,47;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211A;211A - Consolidação de Assentamentos Rurais;Projeto consolidado;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;1.814.088,78;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211A;211A - Consolidação de Assentamentos Rurais;Projeto consolidado;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;1.029.251,58;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211A;211A - Consolidação de Assentamentos Rurais;Projeto consolidado;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;1.636.830,75;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211A;211A - Consolidação de Assentamentos Rurais;Projeto consolidado;unidade;unidade;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;580.874,94;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211B;211B - Aquisição de Terras;Área obtida;ha;hectare;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;397.158,59;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211B;211B - Aquisição de Terras;Área obtida;ha;hectare;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;967.610,00;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211B;211B - Aquisição de Terras;Área obtida;ha;hectare;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;534.544,37;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211B;211B - Aquisição de Terras;Área obtida;ha;hectare;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;243.143,70;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49201;49201 - Instituto Nacional de Colonização e Reforma Agrária - INCRA;21;21 - Organização Agrária;631;631 - Reforma Agrária;1040;1040 - Governança Fundiária;211B;211B - Aquisição de Terras;Área obtida;ha;hectare;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;66.195,13;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;76.417.595,48;1;Sim;Unidades administrativas mantidas na região centro-oeste.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;19.370.569,72;1;Sim;Unidades administrativas mantidas na região nordeste.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;10.801.127,03;1;Sim;Unidades administrativas mantidas na região norte.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;14.415.191,77;1;Sim;Unidades administrativas mantidas na região sudeste
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;122;122 - Administração Geral;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;2000;2000 - Administração da Unidade;--------------------;--------------------;--------------------;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;9.006.344,47;1;Sim;Unidades administrativas mantidas na região sul
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;125;125 - Normatização e Fiscalização;1031;1031 - Agropecuária Sustentável;2137;2137 - Fiscalização dos Estoques e das Operações de Garantia e Sustentação de Preços na Comercialização de Produtos Agropecuários;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;926.174,52;1.045;Sim;A maior parte da execução concentrou-se na matriz da Conab, tendo em vista que todas as operações de fiscalização são planejadas, coordenadas e executadas pela Diafi/Sufis, as vistorias são realizadas em todos os estados da federação.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;125;125 - Normatização e Fiscalização;1031;1031 - Agropecuária Sustentável;2137;2137 - Fiscalização dos Estoques e das Operações de Garantia e Sustentação de Preços na Comercialização de Produtos Agropecuários;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;5.043,58;20;Sim;Foram realizadas poucas vistorias de forma descentralizada.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;125;125 - Normatização e Fiscalização;1031;1031 - Agropecuária Sustentável;2137;2137 - Fiscalização dos Estoques e das Operações de Garantia e Sustentação de Preços na Comercialização de Produtos Agropecuários;Fiscalização realizada;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;4.387,83;15;Sim;Descentralizou-se poucos recursos para a execução no sudeste do país.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;2130;2130 - Formação de Estoques Públicos - AGF;Produto adquirido;t;tonelada;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;293.150.496,34;343.237;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;2130;2130 - Formação de Estoques Públicos - AGF;Produto adquirido;t;tonelada;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;31.128.795,41;873;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;2130;2130 - Formação de Estoques Públicos - AGF;Produto adquirido;t;tonelada;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;5.828.688,83;1.695;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;2130;2130 - Formação de Estoques Públicos - AGF;Produto adquirido;t;tonelada;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;5.746.562,14;25.008;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;2130;2130 - Formação de Estoques Públicos - AGF;Produto adquirido;t;tonelada;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;3.914.154,14;0;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;20Y7;20Y7 - Desenvolvimento do Abastecimento Agroalimentar;Cadeia de abastecimento organizada/mantida;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;1.950.793,69;1;Sim;A cadeia de abastecimento foi organizada/mantida, conforme metas estabelecidas.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;20Y7;20Y7 - Desenvolvimento do Abastecimento Agroalimentar;Cadeia de abastecimento organizada/mantida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;981.529,36;0;Sim;A cadeia de abastecimento foi organizada/mantida, conforme metas estabelecidas.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;20Y7;20Y7 - Desenvolvimento do Abastecimento Agroalimentar;Cadeia de abastecimento organizada/mantida;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;361.229,68;0;Sim;A cadeia de abastecimento foi organizada/mantida, conforme metas estabelecidas.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;20Y7;20Y7 - Desenvolvimento do Abastecimento Agroalimentar;Cadeia de abastecimento organizada/mantida;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;363.697,40;0;Sim;A cadeia de abastecimento foi organizada/mantida, conforme metas estabelecidas.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;20;20 - Agricultura;605;605 - Abastecimento;1031;1031 - Agropecuária Sustentável;20Y7;20Y7 - Desenvolvimento do Abastecimento Agroalimentar;Cadeia de abastecimento organizada/mantida;unidade;unidade;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;352.668,19;0;Sim;A cadeia de abastecimento foi organizada/mantida, conforme metas estabelecidas.
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;21;21 - Organização Agrária;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;44.298.108,34;6.794;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;21;21 - Organização Agrária;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;81.019,54;12;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;21;21 - Organização Agrária;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;34.488,80;5;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;21;21 - Organização Agrária;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;173.693,85;27;Sim;
2023;10;10 - Orçamento Fiscal;49000;49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar;49202;49202 - Companhia Nacional de Abastecimento - CONAB;21;21 - Organização Agrária;331;331 - Proteção e Benefícios ao Trabalhador;0032;0032 - Programa de Gestão e Manutenção do Poder Executivo;212B;212B - Benefícios Obrigatórios aos Servidores Civis, Empregados, Militares e seus Dependentes;--------------------;--------------------;--------------------;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;14.454,40;3;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;00SM;00SM - Apoio à Implantação de Infraestrutura Esportiva de Alto Rendimento;Infraestrutura apoiada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;5.330.758,25;6;Não;"Após o recebimento de crédito adicional, a dotação da ação 00SM foi majorada para R$ 8.830.327,00, dessa forma, com o empenho do valor total e liquidação no valor de R$ 5.330.758,25, destinados para atender a execução de 6 edificações esportivas, a meta incialmente estabelecida foi excedida.	
Ademais, 6 (seis) municípios foram contemplados com obras de infraestrutura esportiva, sendo: Dom Pedrito/RS, São Lourenço da Serra/SP, Rio do Sul/SC, Varjota/CE e Teresina/PI e Pindamonhangaba/SP."
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;09HW;09HW - Concessão de Bolsa a Atletas;Bolsa concedida;unidade;unidade;0001;0001 - Nacional;CO;Região Centro-Oeste;ND;Não definido;ND;Não definido;Não Definido;5.971.012,50;611;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;09HW;09HW - Concessão de Bolsa a Atletas;Bolsa concedida;unidade;unidade;0001;0001 - Nacional;NE;Região Nordeste;ND;Não definido;ND;Não definido;Não Definido;9.512.120,00;983;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;09HW;09HW - Concessão de Bolsa a Atletas;Bolsa concedida;unidade;unidade;0001;0001 - Nacional;NO;Região Norte;ND;Não definido;ND;Não definido;Não Definido;1.722.685,00;249;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;09HW;09HW - Concessão de Bolsa a Atletas;Bolsa concedida;unidade;unidade;0001;0001 - Nacional;SD;Região Sudeste;ND;Não definido;ND;Não definido;Não Definido;50.993.059,63;4.326;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;09HW;09HW - Concessão de Bolsa a Atletas;Bolsa concedida;unidade;unidade;0001;0001 - Nacional;SL;Região Sul;ND;Não definido;ND;Não definido;Não Definido;16.159.095,00;1.753;Sim;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;20JO;20JO - Promoção e Apoio ao Desenvolvimento do Futebol Masculino e Feminino e Defesa dos Direitos do Torcedor;Projeto apoiado;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;3.229.590,97;18;Não;
2023;10;10 - Orçamento Fiscal;51000;51000 - Ministério do Esporte;51101;51101 - Ministério do Esporte - Administração Direta;27;27 - Desporto e Lazer;811;811 - Desporto de Rendimento;5026;5026 - Esporte;20YA;20YA - Preparação de Atletas e Capacitação de Recursos Humanos para o Esporte de Alto Rendimento;Pessoa beneficiada;unidade;unidade;0001;0001 - Nacional;NA;Nacional;ND;Não definido;ND;Não definido;Não Definido;11.453.126,07;6.301;Não;
